scenario_dir,mean_abs_matrix,max_abs_matrix,row_sum_range,stability_matrix_corr,stability_rowsum_corr
leakage_control_20251017_180832,0.1752527371832677,0.8358955028064863,38.538252374465,0.95207245829052,0.9501695646899618
leakage_placebo_20251017_180955,0.1642660566352126,0.7492472987140325,44.20028144065868,0.1373213019516739,0.1482725927833233
wf_full_20251017_181105,0.1685738874065183,0.7827954632636656,48.9852041899668,0.9575247854346518,0.9574388120775869
wf_full_20251017_181834,0.1685738874065183,0.7827954632636656,48.9852041899668,0.9575247854346518,0.9574388120775869
wf_trunc_20251017_183222,0.1752527371832677,0.8358955028064863,38.538252374465,0.95207245829052,0.9501695646899618
wf_trunc_20251017_184009,0.1752527371832677,0.8358955028064863,38.538252374465,0.95207245829052,0.9501695646899618
