scenario_dir,stat,max_abs_matrix,mean_abs_matrix,n_assets,row_sum_range,row_sum_std,stability_matrix_corr,stability_rowsum_corr,git_commit
leakage_control_20251017_180832,mean,0.8358955028064863,0.1752527371832677,72.0,38.538252374465,7.989644024612639,0.95207245829052,0.9501695646899618,d2b733b61d53f4bd355a9b756a446c42a581d6d0
leakage_placebo_20251017_180955,mean,0.7492472987140325,0.1642660566352126,72.0,44.20028144065868,9.019307074898787,0.1373213019516739,0.1482725927833233,d2b733b61d53f4bd355a9b756a446c42a581d6d0
wf_full_20251017_181105,mean,0.7827954632636656,0.1685738874065183,72.0,48.9852041899668,9.370121869505835,0.9575247854346518,0.9574388120775869,d2b733b61d53f4bd355a9b756a446c42a581d6d0
wf_full_20251017_181834,mean,0.7827954632636656,0.1685738874065183,72.0,48.9852041899668,9.370121869505835,0.9575247854346518,0.9574388120775869,d2b733b61d53f4bd355a9b756a446c42a581d6d0
wf_trunc_20251017_183222,mean,0.8358955028064863,0.1752527371832677,72.0,38.538252374465,7.989644024612639,0.95207245829052,0.9501695646899618,d2b733b61d53f4bd355a9b756a446c42a581d6d0
wf_trunc_20251017_184009,mean,0.8358955028064863,0.1752527371832677,72.0,38.538252374465,7.989644024612639,0.95207245829052,0.9501695646899618,d2b733b61d53f4bd355a9b756a446c42a581d6d0
