scenario_dir,mean_abs_matrix,max_abs_matrix,row_sum_range,stability_matrix_corr,stability_rowsum_corr
fixed_30_20251022_204457,0.1685738874065183,0.7827954632636654,48.9852041899668,0.9575247854346518,0.9574388120775869
