date,mean_abs_matrix,max_abs_matrix,row_sum_range,row_sum_std,stability_matrix_corr,stability_rowsum_corr,n_assets
2021-03-02,0.1314281438549093,0.582763972490528,30.526818299559906,6.340719579828079,,,72
2021-03-03,0.13355017837216515,0.605317903532055,31.058745898911653,6.515414264520143,0.9899097414057155,0.9937175894593224,72
2021-03-04,0.13436734141718784,0.6167554525606935,31.268515537485627,6.560313474037544,0.989452986763712,0.9938810382325829,72
2021-03-05,0.13020498619984439,0.6013383876924712,30.071845890184896,6.339392549354516,0.9886223144353234,0.9913985677460341,72
2021-03-06,0.13076299561188948,0.6057257808482073,30.894412111402975,6.358533575834477,0.985687703116111,0.9902404665757891,72
2021-03-07,0.13118742782864312,0.6097082958827778,30.996223873518815,6.421591401140902,0.9925345667125358,0.9995159587535053,72
2021-03-08,0.13111637242667612,0.6007489144361173,29.575190560961392,6.394011783687942,0.987351304598347,0.990654439382871,72
2021-03-09,0.12660984197599012,0.6064111689758712,28.055674751650827,6.017114956565339,0.9822706086932328,0.9876594478503202,72
2021-03-10,0.12483440398994083,0.5894385655845276,27.52200151079043,5.906323455827707,0.9767233425220356,0.9699032549784364,72
2021-03-11,0.1217376842395551,0.6180134559009394,28.22513994893381,5.596723767053854,0.982900464971844,0.9802739523114506,72
2021-03-12,0.11920300466219633,0.6533858293275382,29.515709187730863,5.486312121829436,0.9811683855085935,0.9865974462189576,72
2021-03-13,0.11673071259586558,0.5851005778300306,28.08877918068818,5.173758303950555,0.9777476648544968,0.9794209706328344,72
2021-03-14,0.11595194556087375,0.5583844520983583,28.366729886269162,5.241666568022422,0.9801075321417533,0.9869519589567965,72
2021-03-15,0.1192487091071179,0.598760252245143,28.87425243392351,5.463370153670742,0.9770142649279976,0.9838914306653548,72
2021-03-16,0.12182429848018117,0.608504977661535,28.165901586977856,5.507618573734725,0.9831256495350612,0.9886513808160474,72
2021-03-17,0.12306028777896304,0.591132710395111,28.116672993783055,5.5393927337836715,0.9863250945546729,0.9941853725470302,72
2021-03-18,0.12169015514524362,0.566344516192866,27.913852854206354,5.485745894703402,0.9920475560199862,0.996284316646567,72
2021-03-19,0.12326504490243198,0.573854126641808,28.28208192527245,5.630354066812405,0.9911016879330645,0.9962232009487778,72
2021-03-20,0.12063371952737369,0.5783267344779477,28.03678308447479,5.397628531153897,0.969037489587922,0.9614562634055642,72
2021-03-21,0.1249047244935784,0.5636199021336241,26.1835734259937,5.397821132697978,0.9733292956882057,0.9633193024654395,72
2021-03-22,0.1263115284886842,0.6145190807563303,27.47768418940572,5.536921135906665,0.9860083805619867,0.9815214981570222,72
2021-03-23,0.12561428478889877,0.6075736356705994,27.106672191278637,5.508700868210103,0.984656715226222,0.9852279364375994,72
2021-03-24,0.12782361481523866,0.6059478126898656,27.530858633351112,5.666328471921412,0.9852544358800275,0.9812929599931831,72
2021-03-25,0.12746865168327537,0.6258329495272611,29.092011479560995,5.718380418714349,0.991458917592967,0.9885591707987071,72
2021-03-26,0.12883188005098994,0.6329209985948261,31.170913292667592,5.906186486478023,0.986453251707995,0.9830232190112504,72
2021-03-27,0.12630188592098252,0.6512893412372909,26.102703688699506,5.661929088012059,0.9699620303687849,0.9606129366696092,72
2021-03-28,0.1304472671993534,0.6427566652810456,28.25208164065534,5.93150022452709,0.9869333750615933,0.9876825886385762,72
2021-03-29,0.1277280897494,0.6296336033701628,26.8434450678205,5.763344781651538,0.9906469623240355,0.9945748181691895,72
2021-03-30,0.13373960228543055,0.6335970183839938,25.438220020919733,5.9575369686347575,0.9866967253492596,0.9921316771091346,72
2021-03-31,0.1325992784288932,0.6102655739280389,25.279340822833078,5.909116168764144,0.983071737984889,0.9979922574534771,72
2021-04-01,0.1306850297124336,0.6245031737286005,24.490063661636718,5.81449968281996,0.981175036360593,0.9961010529798371,72
2021-04-02,0.13433891670551093,0.6222941039018406,25.968734745036098,6.121285238655159,0.990516551247556,0.9933222248846157,72
2021-04-03,0.13807146301143083,0.6354300661108221,29.079860099664323,6.484303654947722,0.9797699331016061,0.9787893981693564,72
2021-04-04,0.13086259416838403,0.6069818973157131,27.515083796007076,6.051750182207957,0.9761095595421375,0.9725692992488039,72
2021-04-05,0.1330748113889455,0.5900194204115434,29.141809931762726,6.2593553149005565,0.9614975961177894,0.956281864184885,72
2021-04-06,0.1321811840407642,0.588430791311012,27.381965368686487,6.035167625813685,0.9769598705830977,0.9932352001498044,72
2021-04-07,0.12839843289059646,0.5865587798360452,27.836155852715347,5.666234876467827,0.9627136051096594,0.9534573792630369,72
2021-04-08,0.12615036703460594,0.5695999818121273,26.18391638828166,5.482405460539103,0.9674704547958057,0.9521162344861555,72
2021-04-09,0.13256032128793785,0.5851091909940188,27.012485951591387,6.0018775759984475,0.9613605186477939,0.9548712160609049,72
2021-04-10,0.1269369371803096,0.5882900835072478,25.788520614299184,5.754039641238857,0.9550103757792723,0.9598164622926536,72
2021-04-11,0.1258292463688953,0.5973447852894846,24.9431839925511,5.597634913881621,0.9569990153802965,0.9552326711445551,72
2021-04-12,0.12191182446355313,0.5748088251435786,25.11768115135217,5.3474409626575685,0.9608924231265301,0.9656607010851738,72
2021-04-13,0.1183709440622254,0.5571512824028129,25.77020162654911,5.1080684676971755,0.9689921224067338,0.9758638055539679,72
