metric,mean,median,std,max,min
mean_abs_matrix,0.16855856048442308,0.16955993860355464,0.028518422367261154,0.2538534674773633,
max_abs_matrix,0.7827954632636656,0.7873027267343184,0.12574558465243366,1.1164232205758045,
row_sum_range,48.9851275009398,48.64481648103778,10.492586615473167,95.32020089150468,
row_sum_std,9.36998395528483,9.286260882387293,1.497427692340686,14.303251496585087,
stability_matrix_corr,0.957528245433188,0.9705417801147449,,,
stability_rowsum_corr,0.9574315575757135,0.9755424495502926,,,
n_assets,72.0,,,72.0,72.0
