metric,mean,median,std,max,min
mean_abs_matrix,0.12031537428147189,0.11928757749031231,0.017650572200290184,0.16569405422559702,
max_abs_matrix,0.5946466994642922,0.5932716463314381,0.0965948891205072,0.9314471852812274,
row_sum_range,35.41043801263979,34.04207870321916,7.8566714869494945,58.01065310164186,
row_sum_std,6.70640161685113,6.579374164090685,1.0233303459726883,9.370149956124871,
stability_matrix_corr,0.9796190054685631,0.9875844790313806,,,
stability_rowsum_corr,0.9795766914858918,0.9896405365682643,,,
n_assets,72.0,,,72.0,72.0
