metric,mean,median,std,max,min
mean_abs_matrix,0.16426605663521265,0.11824567416005215,0.1249677392609018,0.6129254224000871,
max_abs_matrix,0.7492472987140325,0.5397195410370468,0.5032400550763727,1.9945930050592646,
row_sum_range,44.20028144065868,33.07716131022089,31.658665887890624,144.91283963980305,
row_sum_std,9.019307074898789,6.045015671983594,6.869682162490222,32.73497892047509,
stability_matrix_corr,0.13732130195167397,0.06963194244671286,,,
stability_rowsum_corr,0.1482725927833233,0.09731887485001975,,,
n_assets,72.0,,,72.0,72.0
