run_dir,returns_column,annualized_return,sharpe_ratio,max_drawdown,num_points
leakage_control_20251017_180832,mean_abs_matrix_pct_change,0.12032175411208246,0.48870935525093506,-0.20432563010283,89
leakage_placebo_20251017_180955,mean_abs_matrix_pct_change,,,,38
wf_full_20251017_181105,mean_abs_matrix_pct_change,0.028810276304167548,0.5198593929628269,-0.6178695002134859,1246
wf_full_20251017_181834,mean_abs_matrix_pct_change,0.028810276304167548,0.5198593929628269,-0.6178695002134859,1246
wf_trunc_20251017_183222,mean_abs_matrix_pct_change,0.12032175411208246,0.48870935525093506,-0.20432563010283,89
wf_trunc_20251017_184009,mean_abs_matrix_pct_change,0.12032175411208246,0.48870935525093506,-0.20432563010283,89
