ticker,1INCH,AAVE,ADA,AERO,AKT,ALGO,APE,APT,ARB,AR,ATOM,AVAX,AXL,AXS,BCH,BNB,BRETT,BSV,BTC,CAKE,CFX,CHZ,COMP,CRV,DOGE,DOT,DRIFT,DYDX,EGLD,EIGEN,ENA,ENS,ETC,ETHFI,ETH,FARTCOIN,FET,FIL,FLOW,GALA,GRT,HBAR,ICP,IMX,INJ,IOTA,JASMY,JTO,JUP,KAIA,KAS,KAVA,LDO,LINK,LTC,MANA,MORPHO,MOVE,NEAR,NEO,ONDO,OP,PENDLE,PENGU,POL,POPCAT,PYTH,QNT,RENDER,RUNE,SAND,SEI,SOL,SPX,STRK,STX,SUI,SUN,SUPER,TAO,THETA,TIA,TON,TRX,TURBO,TWT,UNI,VET,VIRTUAL,WIF,WLD,W,XLM,XMR,XRP,XTZ,ZEC,ZK
2021-02-15,4.9513,456.364,0.86003,,,1.358,,,,,22.543,38.1642,,2.05285,715.77,130.037,,,47981.58,,,0.03447,461.8,2.712,0.056511,27.831,,,140.227,,,,14.725,,1781.34,,,42.962,,,2.14161,,,,,1.27,,,,,,4.5694,,32.683,208.18,,,,4.0308,41.641,,,,,,,,,,3.8874,0.24092,,8.8695,,,,,,,,3.402,,,0.05084,,,20.1047,0.051159,,,,,0.49518,228.41,0.55,4.548,158.99,
2021-02-16,4.7707,433.691,0.87,,,1.3168,,,,,25.112,36.6762,,1.97,705.87,130.334,,,49197.94,,,0.035,457.55,2.679,0.053591,30.12,,,137.379,,,,14.42,,1784.31,,,41.955,,,2.06908,,,,,1.2557,,,,,,4.6,,32.004,210.56,,,,4.0899,41.056,,,,,,,,,,3.9251,0.23149,,8.3036,,,,,,,,3.412,,,0.05201,,,20.4965,0.049477,,,,,0.48613,221.6,0.5203,4.553,155.95,
2021-02-17,4.8307,451.677,0.89407,,,1.3704,,,,,23.881,37.1984,,1.89333,717.41,165.556,,,52194.62,,,0.03645,474.63,2.794,0.049527,31.988,,,145.62,,,,15.341,,1849.86,,,43.266,,,2.18193,,,,,1.2993,,,,,,4.7083,,32.289,237.59,,,,4.2396,42.689,,,,,,,,,,3.9993,0.24275,,8.2533,,,,,,,,3.5182,,,0.05265,,,21.5581,0.051356,,,,,0.49877,272.25,0.536,4.62,168.7,
2021-02-18,4.7718,442.217,0.9158,,,1.3994,,,,,23.11,41.1329,,2.14118,704.9,195.549,,,51619.7,,,0.03997,457.57,2.81,0.058838,31.156,,,151.689,,,,14.984,,1941.26,,,43.475,,,2.29482,,,,,1.4965,,,,,,5.0322,,32.524,226.8,,,,4.4507,43.905,,,,,,,,,,3.9974,0.32824,,8.9956,,,,,,,,3.5724,,,0.05497,,,21.1869,0.054584,,,,,0.49695,261.33,0.5328,4.852,169.61,
2021-02-19,4.6202,420.365,0.92743,,,1.3769,,,,,22.979,38.8859,,1.98772,720.23,334.094,,,56004.1,,,0.05349,452.55,2.634,0.05519,34.872,,,140.021,,,,15.424,,1958.58,,,43.274,,,2.16847,,,,,1.4888,,,,,,4.9787,,34.766,236.78,,,,4.3961,47.936,,,,,,,,,,4.7944,0.30613,,11.5096,,,,,,,,3.7204,,,0.06083,,,20.1054,0.053786,,,,,0.51447,283.03,0.5667,4.988,180.74,
2021-02-20,5.1193,441.261,1.11542,,,1.3114,,,,,21.673,36.0081,,1.78297,679.36,252.807,,,55917.41,,,0.05064,453.42,2.89,0.054153,38.979,,,139.623,,,,15.11,,1914.58,,,43.067,,,2.28232,,,,,1.3777,,,,,,4.6089,,33.977,227.07,,,,4.0041,43.843,,,,,,,,,,5.1169,0.29656,,9.9965,,,,,,,,3.6921,,,0.05774,,,28.7711,0.053527,,,,,0.48658,255.47,0.5117,4.651,164.3,
2021-02-21,5.0574,437.748,1.10047,,,1.3091,,,,,21.613,36.2344,,1.84004,707.65,294.864,,,57487.43,,,0.05386,453.85,2.906,0.056063,39.632,,,140.731,,,,15.691,,1934.75,,,44.695,,,2.30699,,,,,1.4088,,,,,,4.7676,,34.13,227.49,,,,4.1076,54.975,,,,,,,,,,4.7792,0.3222,,11.0851,,,,,,,,3.5756,,,0.05943,,,28.84,0.05485,,,,,0.49664,247.96,0.5459,4.681,162.11,
2021-02-22,4.5348,401.031,1.09729,,,1.1448,,,,,21.146,32.2924,,1.65411,628.6,267.467,,,54121.1,,,0.04773,423.7,2.572,0.053657,37.663,,,126.961,,,,13.942,,1778.3,,,39.318,,,2.01874,,,,,1.3073,,,,,,4.2755,,31.486,208.18,,,,3.7397,47.004,,,,,,,,,,4.4982,0.29508,,14.3413,,,,,,,,3.3346,,,0.05421,,,27.7285,0.050151,,,,,0.46362,224.64,0.5668,4.279,144.49,
2021-02-23,3.6842,364.411,0.96177,,,1.0055,,,,,20.139,27.5483,,1.34887,515.49,230.982,,,48930.0,,,0.04215,384.09,2.133,0.04768,34.544,,,110.127,,,,11.37,,1579.75,,,35.479,,,1.70385,,,,,1.0911,,,,,,3.2504,,25.986,177.61,,,,3.3644,38.679,,,,,,,,,,4.8641,0.24034,,15.2413,,,,,,,,3.0586,,,0.04491,,,24.8499,0.042153,,,,,0.38674,221.03,0.4765,3.552,127.17,
2021-02-24,3.6432,366.993,1.04891,,,1.0591,,,,,19.444,29.6555,,1.3629,526.66,254.183,,,49702.03,,,0.05083,437.39,2.146,0.056731,33.642,,,116.829,,,,11.885,,1623.98,,,36.564,,,1.8899,,,,,1.1934,,,,,,3.3998,,28.101,181.45,,,,3.5746,40.658,,,,,,,,,,4.9283,0.24781,,17.2227,,,,,,,,3.3211,,,0.04793,,,25.2542,0.042769,,,,,0.40522,204.31,0.4687,3.537,131.0,
2021-02-25,3.9406,339.285,1.07694,,,0.9828,,,,,17.765,26.7276,,1.42378,499.31,234.376,,,47089.37,,,0.05004,396.9,2.004,0.049879,31.24,,,113.566,,,,11.036,,1482.09,,,34.89,,,1.71719,,,,,1.0992,,,,,,3.5128,,24.721,179.5,,,,3.9001,38.479,,,,,,,,,,4.4324,0.23265,,13.8484,,,,,,,,2.9885,,,0.04508,,,23.5103,0.039279,,,,,0.38053,198.39,0.4358,3.342,121.43,
2021-02-26,4.4929,323.417,1.24484,,,0.9723,,,,,18.85,25.9372,,1.49799,484.69,221.6,,,46313.13,,,0.05041,398.23,1.924,0.050426,31.449,,,124.182,,,,10.72,,1445.28,,,35.133,,,1.72233,,,,,1.1183,,,,,,3.5638,,25.196,170.3,,,,4.2287,37.666,,,,,,,,,,4.4035,0.23627,,13.5941,,,,,,,,3.0567,,,0.04511,,,23.1188,0.039441,,,,,0.40091,204.11,0.4279,3.468,118.28,
2021-02-27,4.1535,333.032,1.31376,,,1.0972,,,,,19.135,25.677,,1.5858,483.43,225.36,,,46102.63,,,0.05291,400.07,1.96,0.050115,33.491,,,135.402,,,,11.112,,1458.65,,,37.915,,,1.67954,,,,,1.1473,,,,,,3.666,,26.193,171.9,,,,4.0107,37.275,,,,,,,,,,4.5128,0.24495,,13.19,,,,,,,,3.1514,,,0.04646,,,23.5588,0.04078,,,,,0.43872,209.26,0.4361,3.64,119.77,
2021-02-28,3.8417,354.498,1.3132,,,1.0226,,,,,17.666,23.925,,1.40048,460.55,210.11,,,45163.36,,,0.05075,405.02,1.768,0.048171,33.805,,,130.845,,,,10.367,,1419.77,,,35.942,,,1.58568,,,,,1.1232,,,,,,3.3465,,24.714,165.36,,,,3.8179,35.239,,,,,,,,,,4.3555,0.21965,,13.1072,,,,,,,,3.1316,,,0.04556,,,22.2342,0.039744,,,,,0.40594,219.22,0.4159,3.427,111.42,
2021-03-01,4.1188,385.591,1.298,,,1.0917,,,,,18.737,27.4816,,1.65862,501.84,255.033,,,49592.7,,,0.05653,493.87,1.998,0.050613,35.677,,,138.545,,,,11.087,,1571.2,,,38.607,,,1.921,,,,,1.2134,,,,,,3.7211,,27.735,176.05,,,,4.1977,38.195,,,,,,,,,,5.1882,0.23976,,15.0036,,,,,,,,3.2812,,,0.04779,,,25.7718,,,,,,0.43134,230.6,0.4458,3.641,124.5,
2021-03-02,4.0135,391.383,1.22294,,,1.084,,,,,18.849,27.1118,,1.68485,517.47,239.713,,,48450.57,,,0.06516,499.18,2.497,0.050227,36.136,,,134.242,,,,10.912,,1486.28,,,38.229,,,1.8261,,,,,1.1811,,,,,,4.0361,,28.51,179.27,,,,4.0411,37.748,,,,,,,,,,5.1631,0.25134,,13.9565,,,,,,,,3.7114,,,0.0468,,,25.5372,,,,,,0.4192,220.39,0.4361,3.69,120.62,
2021-03-03,4.0679,396.551,1.21399,,,1.1803,,,,,21.437,27.2227,,2.19448,521.45,240.499,,,50373.75,,,0.08523,491.34,2.283,0.050425,37.043,,,141.568,,,,11.256,,1568.63,,,42.143,,,1.94904,,,,,1.217,,,,,,4.6334,,29.854,187.72,,,,4.1683,39.638,,,,,,,,,,5.7058,0.3077,,14.0941,,,,,,,,3.9937,,,0.04878,,,25.3835,,,,,,0.42071,218.99,0.4486,3.846,126.77,
2021-03-04,3.8381,374.408,1.11288,,,1.0915,,,,,18.864,25.7677,,2.83155,506.03,229.743,,,48385.77,,,0.11825,469.98,2.084,0.049999,35.277,,,151.101,,,,11.006,,1540.69,,,40.795,,,1.85126,,,,,1.2695,,,,,,4.0148,,27.721,180.82,,,,4.5391,37.87,,,,,,,,,,5.2527,0.3591,,13.0784,,,,,,,,4.4558,,,0.05139,,,28.3053,,,,,,0.41233,217.62,0.4816,3.667,122.24,
2021-03-05,3.7336,367.408,1.15845,,,1.0544,,,,,18.7,24.2636,,2.40811,497.48,225.407,,,48770.57,,,0.11058,476.03,2.052,0.04953,33.64,,,141.458,,,,10.934,,1529.88,,,40.468,,,1.82704,,,,,1.3262,,,,,,3.852,,27.862,180.36,,,,4.1666,37.446,,,,,,,,,,5.5093,0.35076,,12.5659,,,,,,,,4.1318,,,0.05012,,,28.3138,,,,,,0.4055,206.14,0.4551,3.768,121.31,
2021-03-06,3.8654,388.119,1.12936,,,1.0524,,,,,18.929,24.9377,,2.54701,500.93,226.349,,,48908.21,,,0.11312,491.74,2.044,0.05093,33.395,,,137.197,,,,11.12,,1651.73,,,40.421,,,1.79255,,,,,1.2825,,,,,,3.8422,,28.166,182.99,,,,4.0549,38.126,,,,,,,,,,5.6845,0.3435,,13.0512,,,,,,,,4.1558,,,0.05008,,,28.5264,0.053275,,,,,0.402,204.49,0.463,3.874,125.27,
2021-03-07,3.9864,414.765,1.13081,,,1.1088,,,,,19.511,26.7401,,2.68397,517.17,240.269,,,50995.27,,,0.12872,490.59,2.246,0.052056,35.132,,,146.144,,,,11.553,,1727.23,,,41.459,,,1.87609,,,,,1.313,,,,,,4.2134,,28.603,190.96,,,,4.2811,39.338,,,,,,,,,,5.6999,0.37984,,13.845,,,,,,,,4.341,,,0.05167,,,34.2945,0.056794,,,,,0.413,209.35,0.466,4.204,130.26,
2021-03-08,4.333,437.608,1.1204,,,1.1582,,,,,19.416,25.63,,3.67712,529.92,240.555,,,52429.43,,,0.2199,477.57,2.397,0.063076,35.023,,,147.485,,,,11.713,,1834.3,,,41.587,,,1.90635,,,,,1.3034,,,,,,4.321,,31.892,192.07,,,,4.584,40.182,,,,,,,,,,5.827,0.46101,,13.6344,,,,,,,,4.9334,,,0.05311,,,33.3088,0.065361,,,,,0.41915,221.46,0.4749,4.408,129.74,
2021-03-09,4.4437,445.133,1.19879,,,1.1852,,,,,21.162,34.3501,,3.43582,546.4,293.464,,,54917.78,,,0.26723,502.54,2.409,0.058013,38.291,,,158.862,,,,12.422,,1873.31,,,42.014,,,2.12175,,,,,1.4265,,,,,,4.3634,,31.539,203.98,,,,5.4209,42.693,,,,,,,,,,6.1586,0.52563,,14.9102,,,,,,,,5.3646,,,0.05321,,,32.9799,0.064576,,,,,0.43278,225.55,0.4858,4.475,137.94,
2021-03-10,4.008,406.952,1.13289,,,1.1099,,,,,19.627,29.6156,,3.86951,547.37,278.397,,,55947.98,,,0.24921,460.84,2.217,0.055951,37.584,,,151.065,,,,11.973,,1796.8,,,42.49,,,2.03755,,,,,1.3082,,,,,,4.0404,,29.919,200.52,,,,5.3191,40.931,,,,,,,,,,6.3198,0.48157,,14.2333,,,,,,,,6.4954,,,0.05139,,,30.9415,0.061352,,,,,0.40932,220.38,0.4621,4.152,140.02,
2021-03-11,4.0097,406.192,1.12587,,,1.0855,,,,,19.366,30.8663,,4.64673,550.57,290.04,,,57844.52,,,0.35792,466.35,2.178,0.056056,36.957,,,151.49,,,,12.272,,1829.0,,,42.306,,,1.91461,,,,,1.3907,,,,,,5.3701,,30.175,201.57,,,,6.0837,42.072,,,,,,,,,,6.4373,0.53016,,16.0763,,,,,,,,7.0545,,,0.05149,,,31.0675,0.067446,,,,,0.40654,221.45,0.4527,4.131,152.05,
2021-03-12,3.8,374.439,1.03356,,,1.0515,,,,,18.592,28.0242,,5.01117,539.01,263.372,,,57291.03,,,0.72889,434.7,2.063,0.055367,35.957,,,140.678,,,,11.948,,1767.44,,,44.09,,,1.73512,,,,,1.3225,,,,,,5.8271,,28.393,221.13,,,,6.9297,39.928,,,,,,,,,,6.0086,0.6136,,14.5742,,,,,,,,6.9435,,,0.04993,,,30.9554,0.065604,,,,,0.38717,223.02,0.4399,3.975,145.53,
2021-03-13,4.1068,414.966,1.10128,,,1.1422,,,,,19.417,30.9576,,5.17766,595.27,276.98,,,61267.41,,,0.60415,466.27,2.384,0.062816,37.242,,,140.763,,,,13.809,,1924.94,,,49.531,,,1.79758,,,,,1.381,,,,,,6.2976,,29.8,226.34,,,,7.4075,42.178,,,,,,,,,,6.1214,0.68628,,15.3216,,,,,,,,6.8562,,,0.05292,,,32.5155,0.067665,,,,,0.40725,239.72,0.4586,4.175,156.42,
2021-03-14,3.8361,380.762,1.05358,,,1.1166,,,,,18.464,28.8123,,5.85743,552.59,263.278,,,59037.12,,,0.6534,438.75,2.11,0.058168,36.454,,,131.713,,,,12.729,,1850.54,,,53.878,,,1.7316,,,,,1.3105,,,,,,5.4729,,28.57,214.08,,,,6.6203,39.603,,,,,,,,,,5.5443,0.68171,,14.4642,,,,,,,,7.3463,,,0.05104,,,30.6672,0.066047,,,,,0.38883,232.39,0.4394,3.93,143.25,
2021-03-15,3.9465,367.811,1.03161,,,1.1947,,,,,19.865,28.9611,,5.60075,523.88,254.523,,,55646.61,,,0.60611,431.8,2.229,0.05708,34.33,,,130.726,,,,12.167,,1794.89,,,53.38,,,1.72013,,,,,1.2798,,,,,,5.4314,,27.525,200.74,1.0547,,,5.9105,38.659,,,,,,,,,,5.6678,0.66867,,14.184,,,,,,,,6.762,,,0.05066,,,29.8326,0.079009,,,,,0.3842,222.21,0.4361,3.837,135.32,
2021-03-16,4.5614,370.749,1.25166,,,1.2045,,,,,21.037,33.0058,,5.50963,528.9,258.957,,,56954.19,,,0.52041,432.85,2.596,0.058765,35.44,,,130.672,,,,12.434,,1807.25,,,63.634,,,1.7175,,,,,1.3317,,,,,,6.2538,,27.947,201.83,0.9101,,,6.3931,40.85,,,,,,,,,,5.5973,0.59269,,13.6639,,,,,,,,7.0268,,,0.05235,,,30.0805,0.074516,,,,,0.39594,229.92,0.4607,4.049,139.45,
2021-03-17,5.0462,383.201,1.3803,,,1.2904,,,,,20.94,32.7399,,4.97157,542.17,270.149,,,58959.0,,,0.5807,436.56,2.427,0.05799,36.154,,,136.006,,,,12.591,,1825.77,,,88.563,,,1.72332,0.36091,,,,1.354,,,,,,6.2434,,31.095,206.13,1.0626,,,6.2427,46.587,,,,,,,,,,5.84,0.59916,,14.2288,,,,,,,,7.8829,,,0.0548,,,31.349,0.076756,,,,,0.40314,236.23,0.4707,4.42,146.21,
2021-03-18,4.5774,363.497,1.23068,,,1.2583,,,,,22.148,33.2432,,5.04787,528.62,261.699,,,57700.01,,,0.63826,429.74,2.614,0.057427,35.386,,,133.176,,,,12.183,,1777.54,,,79.68,,,1.69492,0.34508,,,,1.326,,,,,,5.861,,29.444,199.98,0.9816,,,6.066,43.718,,,,,,,,,,5.6403,0.61577,,14.2183,,,,,,,,8.4151,,,0.05328,,,30.021,0.077435,,,,,0.39508,228.56,0.4696,4.267,143.11,
2021-03-19,4.8922,369.684,1.29577,,,1.251,,,,,22.219,37.3661,,5.04466,533.13,262.924,,,58089.11,,,0.60456,443.91,2.751,0.058323,38.252,,,133.75,,,,12.274,,1811.04,,,83.081,,,1.69391,0.34458,,,,1.3355,,,,,,6.1763,,29.806,200.15,0.9653,,,6.1785,44.07,,,,,,,,,,5.5717,0.6053,,14.1535,,,,,,,,8.2205,,,0.05869,,,33.3195,0.080893,,,,,0.3954,231.69,0.4668,4.231,150.46,
2021-03-20,4.7046,370.832,1.20201,,,1.2103,,,,,20.924,34.231,,4.54535,536.7,264.332,,,58145.61,,,0.54512,412.93,2.709,0.058961,37.272,,,137.131,,,,12.326,,1807.35,,,82.116,,,1.72082,0.31725,,,,1.4117,,,,,,5.7036,,29.687,200.34,0.8983,,,6.2868,43.09,,,,,,,,,,5.7847,0.53827,,14.1892,,,,,,,,8.3236,,,0.06094,,,32.104,0.089581,,,,,0.41637,232.17,0.5265,4.371,155.22,
2021-03-21,4.6763,367.842,1.18788,,,1.1808,,,,,20.538,32.8665,,4.62397,524.22,264.852,,,57415.18,,,0.55496,404.14,2.598,0.05758,36.723,,,138.491,,,,11.997,,1784.67,,,80.684,,,1.70199,0.34223,,,,1.4125,,,,,,5.9499,,29.25,195.52,0.981,,,6.0519,42.517,,,,,,,,,,5.6432,0.56421,,14.3395,,,,,,,,9.6297,,,0.06344,,,32.9581,0.093538,,,,,0.40395,232.16,0.5176,4.178,148.38,
2021-03-22,4.3008,336.257,1.10267,,,1.1031,,,,,19.198,29.193,,3.99982,509.5,254.967,,,54129.56,,,0.50888,378.84,2.356,0.054912,35.278,,,134.879,,,,11.665,,1681.69,,,76.387,,,1.54411,0.31466,,,,1.483,,,,,,5.2645,,27.286,185.71,0.9156,,,5.4118,40.693,,,,,,,,,,5.2479,0.55438,,14.7957,,,,,,,,10.0255,,,0.05931,,,32.8598,0.088303,,,,,0.39267,217.36,0.5449,4.061,139.68,
2021-03-23,4.0917,330.828,1.11709,,,1.1114,,,,,18.736,28.4859,,3.84526,511.26,255.654,,,54400.0,,,0.5077,359.71,2.883,0.053431,34.237,,,130.955,,,,12.243,,1669.33,,,82.585,,,1.50391,0.31981,,,,1.6587,,,,,,5.1553,,26.802,185.99,0.8486,,,5.3125,41.108,,,,,,,,,,5.1261,0.56782,,14.142,,,,,,,,12.8754,,,0.05858,,,31.0137,0.082865,,,,,0.39538,218.28,0.5501,4.133,136.19,
2021-03-24,3.713,308.382,1.06886,,,1.028,,,,,17.449,25.8228,,3.76902,474.43,248.468,,,52311.54,,,0.48217,345.3,2.517,0.051532,30.193,,,120.373,,,,11.291,,1582.11,,,85.857,,,1.39409,0.29792,,,,1.4068,,,,,,4.6121,,24.872,176.15,0.8516,,,4.8546,39.493,,,,,,,,,,4.6273,0.57207,,13.5875,,,,,,,,11.2259,,,0.05564,,,27.2252,0.084611,,,,,0.36198,210.66,0.48,3.99,127.7,
2021-03-25,3.6741,326.127,1.09694,,,1.0439,,,,,17.12,25.8246,,3.55053,473.1,233.852,,,51325.21,,,0.48335,361.07,2.38,0.051311,29.807,,,121.753,,,,11.081,,1587.5,,,90.905,,,1.34021,0.30185,,,,1.3369,,,,,,4.6098,,25.561,171.66,0.8183,,,4.8141,38.696,,,,,,,,,,4.7459,0.5842,,12.9776,,,,,,,,13.1093,,,0.05528,,,26.523,0.080781,,,,,0.36163,214.66,0.511,3.924,123.12,
2021-03-26,3.9997,358.378,1.21608,,,1.1178,,,,,18.955,28.2868,,4.52264,505.82,255.072,,,55030.0,,,0.51618,369.59,2.62,0.053992,33.195,,,141.173,,,,11.769,,1699.13,,,124.631,,,1.55339,0.34675,,,,1.4483,,,,,,5.1497,,27.422,183.63,0.8982,,,5.4832,41.753,,,,,,,,,,5.9262,0.6202,,14.7725,,,,,,,,12.6541,,,0.06464,,,28.91,0.090051,,,,,0.38495,221.77,0.5638,4.197,133.58,
2021-03-27,3.9968,351.839,1.17727,,,1.1611,,,,,18.731,27.6364,,4.37147,501.02,269.619,,,55828.0,,,0.52327,363.51,3.117,0.054474,32.628,,,146.523,,,,11.806,,1714.34,,,132.395,,,1.46968,0.33907,,,,1.3984,,,,,,5.8854,,26.913,184.3,0.9266,,,5.336,41.194,,,,,,,,,,6.2196,0.7152,,16.4803,,,,,,,,11.8211,,,0.0636,,,28.2226,0.08868,,,,,0.38227,221.48,0.5479,4.112,133.8,
2021-03-28,4.0918,347.697,1.19102,,,1.2376,,,,,19.373,28.7914,,4.91812,497.52,268.799,,,55805.08,,,0.54087,362.79,3.025,0.053726,32.269,,,141.888,,,,11.884,,1688.3,,,125.187,,,1.81627,0.33898,,,,1.3938,,,,,,5.5889,,26.687,184.4,1.1474,,,5.6116,44.841,,,,,,,,,,6.147,0.81176,,18.1022,,,,,,,,12.882,,,0.06366,,,27.896,0.090871,,,,,0.39783,232.61,0.5463,4.233,145.04,
2021-03-29,4.6148,361.282,1.20366,,,1.4054,,,,,20.294,29.6,,5.65415,518.81,275.426,,,57677.64,,,0.53109,410.08,3.525,0.054191,34.391,,,143.957,,,,12.658,,1818.44,,,127.521,,,1.77599,0.37176,,,,1.5122,,,,,,5.9337,,28.06,193.95,1.0963,,,5.8124,45.612,,,,,,,,,,6.7464,0.7912,,18.9811,,,,,,,,13.1617,,,0.06479,,,29.048,0.092113,,,,,0.40535,234.41,0.5662,4.599,149.38,
2021-03-30,4.5101,378.034,1.21415,,,1.3269,,,,,20.009,29.6998,,6.35835,526.45,312.347,,,58794.16,,,0.52767,402.7,3.29,0.054096,34.039,,,143.091,,,,13.041,,1843.43,,,149.858,,,1.76043,0.38663,,,,1.5277,,,,,,6.5308,,27.865,195.95,1.0917,,,6.3669,45.019,,,,,,,,,,7.2899,0.83036,,19.0933,,,,,,,,12.9141,,,0.06608,,,28.6021,0.089524,,,,,0.40149,244.8,0.5629,4.565,154.76,
2021-03-31,4.3464,383.345,1.19364,,,1.3683,,,,,19.141,28.8004,,5.71018,541.89,302.7,,,58807.24,,,0.50053,399.97,3.141,0.053814,37.122,,,140.045,,,,14.159,,1923.07,,,190.997,,,1.72333,0.36196,,,,1.5406,,,,,,5.9358,,29.479,197.01,1.0217,,,6.0119,50.935,,,,,,,,,,7.9596,0.80356,,19.4044,,,,,,,,12.334,,,0.09328,,,28.1142,0.087772,,,,,0.4061,246.3,0.5708,4.839,158.5,
2021-04-01,4.4606,382.953,1.18623,,,1.3242,,,,,19.52,28.3045,,5.57053,557.28,335.334,,,58794.01,,,0.48901,449.99,3.326,0.062151,37.511,,,150.706,,,,14.343,,1969.74,,,185.563,,,1.77751,0.34593,,,,1.5799,,,,,,7.0929,,30.107,203.15,1.0163,,,5.9833,52.428,,,,,,,,,,8.3403,0.75142,,19.0497,,,,,,,,11.5322,,,0.08551,,,28.715,0.08822,,,,,0.42512,250.78,0.5714,5.135,165.75,
2021-04-02,4.6858,421.565,1.19283,,,1.3628,,,,,20.352,29.1181,,5.68226,581.65,338.821,,,59031.36,,,0.49411,487.35,3.356,0.057769,41.135,,,168.324,,,,15.285,,2138.01,,,172.388,,,1.8917,0.35339,,,,1.6286,,,,,,6.9389,,32.552,211.96,1.0386,,,6.0062,53.086,,,,,,,,,,8.4022,0.7657,,19.8353,,,,,,,,11.7185,,,0.0926,,,30.2742,0.094339,,,,,0.44037,258.3,0.6078,5.312,169.89,
2021-04-03,4.2466,379.916,1.16378,,,1.264,,,,,20.064,28.177,,5.09484,531.17,322.235,,,57134.65,,,0.45348,479.52,2.927,0.055574,41.421,,,159.505,,,,13.572,,2012.63,,,178.227,,,1.68209,0.3124,,,,1.4802,,,,,,6.1723,,29.322,195.52,0.944,,,5.6976,50.753,,,,,,,,,,9.239,0.67984,,22.4904,,,,,,,,11.3969,,,0.10169,,,29.4398,0.087464,,,,,0.40852,257.26,0.579,4.771,171.74,
2021-04-04,4.5749,403.704,1.18403,,,1.3115,,,,,21.56,29.2138,,5.89255,561.26,349.304,,,58234.61,,,0.48778,548.88,3.107,0.057457,44.372,,,168.408,,,,14.559,,2077.73,,,183.0,,,1.76224,0.32518,,,,1.5538,,,,,,6.778,,30.791,202.66,1.0049,,,6.0947,54.607,,,,,,,,,,10.3715,0.72018,,23.7879,,,,,,,,11.8014,,,0.12763,,,30.9745,0.092613,,,,,0.42905,263.95,0.6353,5.14,187.34,
2021-04-05,5.3326,399.006,1.214,,,1.4048,,,,,21.491,31.355,,9.32865,648.47,368.763,,,59243.39,,,0.46165,513.73,3.323,0.060085,45.93,,,167.011,,,,16.12,,2110.35,,,176.608,,,1.8305,0.31884,,,,1.7252,,,,,,6.9234,,32.459,221.84,1.011,,,6.1483,59.192,,,,,,,,,,9.8435,0.67411,,23.018,,,,,,,,11.6206,,,0.13648,,,30.9,0.102476,,,,,0.53848,266.21,0.9176,6.126,197.45,
2021-04-06,5.1898,384.046,1.25529,,,1.4014,,,,,21.688,31.5321,,7.74903,663.42,403.484,,,58059.99,,,0.44693,482.69,3.183,0.06445,43.4,,,193.674,,,,17.81,,2114.47,,,165.806,,,1.76443,0.32676,,,,1.8058,,,,,,7.387,,34.775,237.52,0.9595,,,6.787,63.081,,,,,,,,,,9.9157,0.6372,,25.0987,,,,,,,,11.7413,,,0.12436,,,31.2786,0.111947,,,,,0.54244,270.87,1.1005,6.177,191.31,
2021-04-07,5.5811,349.609,1.17391,,,1.3043,,,,,19.587,29.5754,,7.37317,616.28,375.947,,,56018.18,,,0.45306,442.29,2.899,0.058838,39.571,,,173.437,,,,19.143,,1965.4,,,156.295,,,1.65955,0.30012,,,,1.6617,,,,,,6.531,,31.149,219.36,0.9306,,,6.1358,59.889,,,,,,,,,,9.1497,0.6326,,26.5699,,,,,,,,12.2975,,,0.11052,,,28.5772,0.106144,,,,,0.47349,257.74,0.918,5.533,171.5,
2021-04-08,6.1944,371.178,1.2203,,,1.3533,,,,,20.576,30.7944,,7.77187,643.95,418.755,,,58122.26,,,0.48937,456.95,3.078,0.06188,41.372,,,180.478,,,,19.636,,2082.08,,,154.216,,,1.75154,0.32805,,,,1.8833,,,,,,7.2839,,32.821,226.45,0.9906,,,6.8231,63.439,,,,,,,,,,10.2569,0.68517,,26.9589,,,,,,,,12.922,,,0.12366,,,30.2088,0.116683,,,,,0.50593,269.95,1.0588,6.173,184.82,
2021-04-09,6.1182,359.59,1.20364,,,1.3955,,,,,21.42,31.5737,,7.95782,632.11,454.84,,,58176.03,,,0.48354,454.67,2.985,0.0617,40.847,,,194.339,,,,18.798,,2068.02,,,172.343,,,1.74116,0.33854,,,,1.8703,,,,,,7.0128,,31.639,221.35,1.0358,,,6.424,60.946,,,,,,,,,,11.8881,0.69951,,27.6623,,,,,,,,12.6559,,,0.11587,,,29.5525,0.126106,,,,,0.48663,274.0,1.0192,6.847,194.8,
2021-04-10,5.7414,367.812,1.21892,,,1.393,,,,,21.069,31.8805,,7.59337,674.43,472.789,,,59832.43,,,0.46236,452.08,2.965,0.06379,41.657,,,208.721,,,,20.479,,2135.96,,,174.815,,,1.89399,0.33237,,,,2.0868,,,,,,7.0235,,31.95,257.13,1.0145,,,6.5181,61.782,,,,,,,,,,11.908,0.66537,,26.8349,,,,,,,,12.4009,,,0.12682,,,29.8201,0.14197,,,,,0.56342,292.23,1.3762,6.576,206.59,
